song,play_count,title,release,artist_name,song_era
SODSHSS12A6D4F7759,5,I'm The Man (Explicit) (Feat. Jeru The Damaja And Lil Dap),Full Clip: A Decade Of Gang Starr,Gang Starr Featuring Jeru The Damaja And Lil Dap,0
SODSIBN12AB01811DE,1,I Did It All (Album Version),Our Bright Future,Tracy Chapman,2005
SODSIDS12A8C143FA9,1,Le Tango Du Qui,La Chica Chocolate,Olivia Ruiz,2000
SODSIZM12A6D4FC97F,1,La Sin Razón,El Impulso,La Vela Puerca,2005
SODSJDW12A8C139779,1,Aart Attack,Aart,Acoustic Alchemy,2000
SODSJTV12A6D4FC610,10,Pour Your Love Down,Double Take: Worldwide/Until My Heart Caves In,Audio Adrenaline,2000
SODSJUK12AB017E4FF,14,Black Gold,Endangered Species,Y&T,1995
SODSKCR12A58A7788A,5,Just You and Me,25 or 6 to 4,Chicago,2000
SODSKZZ12AB0188524,2,Rain,Proud Like A God,Guano Apes,1995
SODSLCO12A6701BF72,9,Saturday Night,Employment,Kaiser Chiefs,2005
SODSLRV12A81C2085D,1,We Won't Have To Be Lonesome,Micah P. Hinson and The Red Empire Orchestra,Micah P. Hinson,2005
SODSMHM12A6D4FAB14,9,La Carencia,Compañeros Musicales,Panteón Rococó,2000
SODSMIW12AB017FCC1,1,Le déserteur,Boris Vian - The greatest hits,Boris Vian,1955
SODSMKS12A8C131B50,2,The Space Between (Album Version),When It Falls,Zero 7,2000
SODSMZE12AAF3B37C3,1,Murder for the Money,Wild Things,Morphine,1995
SODSNIJ12A6D4F7D85,1,A Peine De La Peine,La Dernière Année,De Palmas,1995
SODSNLC12A8C131E89,4,Trip With Jesus,...An Education In Rebellion,The Union Underground,2000
SODSNWG12A6D4F91CD,1,Private Lily,Gee whiz but this is a lonesome town,Moriarty,2005
SODSNWX12AB0188537,5,No Said Date,Live,Masta Killa,2000
SODSOXR12AB0187D2C,2,Las seis,Destino,Joe Vasconcellos,1995
SODSQEH12A58A7E46F,7,Underground,Muertos Vivos,Gob,2005
SODSQMH12A8C138E4B,1,The Melee,The Mix-Up,Beastie Boys,2005
SODSQRY12A6701FEA7,1,Polkas Palabras,Apocalypshit,Molotov,1995
SODSRKR12A8C13A2F0,1,Waarheen Je Ook Gaat,Iets Van Een Wonder,Rob De Nijs,0
SODSRQY12A6D4F4AB3,10,Le Notte Del Silenzio,Treasure,Hayley Westenra / Humphrey Berney,2005
SODSRXX12AB0179C0D,1,Ingen Slukker The Stars,Ingen Slukker The Stars,Suspekt,0
SODSSJQ12A8C1371D1,2,Don't You Remember,Tales Of The Forgotten Melodies,Wax Tailor,2005
SODSSSH12A8C140FAC,2,Off Track,Some Kind of Salvation,The Features,2005
SODSTSW12A8C132EBA,1,Skin Turns Blue,Rocket,Primitive Radio Gods;C. O'Connor,1995
SODSUGK12A6D4F75F1,8,Enjoy The Silence (Contains Hidden Track 'Crucifx'),Violator,Depeche Mode,1990
SODSUGO12A8C1395E4,2,Shalom Salaam,Dragonfly,Ziggy Marley,2000
SODSUHZ12AB01889BE,1,Are You Ready For Freddy,The Best Of The Fat Boys,Fat Boys,0
SODSUPF12A8C1428D9,3,L'Amour,Bar Paris,Rouge Rouge,2000
SODSUQP12AB0180FAE,5,Appointment With Death,Appointment With Death,Lizzy Borden,2005
SODSVYJ12A6D4F7D1E,8,Do It 'Till We Drop,Seeing Double,S Club,2000
SODSXGP12A6D228186,8,It's Good News Week,Hedgehoppers Anonymous,Hedgehoppers Anonymous,1965
SODSXOP12AAF3B5A9A,2,Indiana,Why There Are Mountains,Cymbals Eat Guitars,2005
SODSYFE12A6310F10C,1,Haemoglobin,Black Market Music,Placebo,2000
SODSYRW12A8C143FCF,5,Inner Vision,Multiplicity,Dave Weckl Band,2005
SODSZDW12AF72A54CB,6,Christiania (e Munch Commemoration),In Harmonia Universali,Solefald,2000
SODSZPA12A3F1E9A15,6,Nobody Understands,Met a Man on Top the Hill,The Midway State,2005
SODSZQC12A6D4F9020,12,Mujer,Emigrante,Orishas,2000
SODTAHY12A8C13ACAF,2,Amarga Vida,King Of Kings,Don Omar,2005
SODTBPO12A8C13750D,1,Feel Jah's Dub,Dub Wars,Groundation,2005
SODTBUD12A8C12FE8A,3,Somebody To Shove,Black Gold: The Best Of Soul Asylum,Soul Asylum,1990
SODTBYX12AC3DF7E71,1,Willow Tree,Jammys From The Roots [1977-1985],Black Uhuru,1975
SODTCEE12A8C139609,1,I Looked All Over Town,i,The Magnetic Fields,2000
SODTCNQ12A8AE4712D,1,my baby's gone,Two Gallants,Two Gallants,2000
SODTCRW12AC90971C5,1,Too Much Fun (Album Version),Daryle Singletary,Daryle Singletary,0
SODTDME12A58A777C9,2,Denise,Karaoke: Oldie Fun - Singing to the Hits,Randy & The Rainbows,1960
SODTDZC12AF729F94B,3,My Doorbell (Album Version),Get Behind Me Satan,The White Stripes,2005
SODTEHZ12A8C134899,27,Roxy Roller,Hot Child In The City,Nick Gilder,1975
SODTEYX12AB017CB1D,4,God of Justice,Happy Day,Tim Hughes,2005
SODTEZX12A58A7C3C0,21,Fugue,G3 Live:  Rockin' in the Free World,Yngwie Malmsteen,0
SODTFGU12A8C132454,1,Mardi Gras In New Orleans,R & B And Soul Roots Vol. 01,Professor Longhair,1985
SODTFRN12A8C144903,6,Piromani,Canzoni da spiaggia deturpata,Le Luci Della Centrale Elettrica,2005
SODTFUD12A6310D87B,1,Song For The Man (Digitally Remastered 99),Anthology:  The Sounds Of Science,Beastie Boys,0
SODTGOI12A8C13EBE8,1,Sleep (Album Version),Music From The Motion Picture The Devil Wears Prada,Azure Ray,0
SODTGPH12A6D4FABBE,1,Carte Blanche (Ronald Van Gelderen Remix),Carte Blanche,Veracocha,2000
SODTHGM12A81C214A7,17,Watching The Detectives,My Aim Is True,Elvis Costello,1975
SODTHIN12AB017E8B7,2,soledad,este mundo,Rupa & the April Fishes,2005
SODTHOY12AC9071AE7,27,Runaway Love,My Worlds,Justin Bieber,2010
SODTHUS12AF72A1D16,7,War Pigs,b-sides and rarities,Cake,2005
SODTHYD12A6D4F9A12,10,Que Triste Es Decir Adios,Lo Basico,Yndio,0
SODTIRT12A6701DA28,4,The Omen,Flesh Of My Flesh_ Blood Of My Blood,DMX / Marilyn Manson,1995
SODTIVH12AB018E717,1,Blue Moon,Keep An Eye On The Sky,Big Star,1975
SODTIZW12AB017FACE,1,Now Is the Time,Kora Jazz Trio_ Pt. 1,Abdoulaye Diabaté,0
SODTJFU12B0B80C9BE,21,Neon Knights,The Looks,MSTRKRFT,2005
SODTJYE12A6D4F8919,1,Dance To The Underground,Gotham,Radio 4,2000
SODTKDC12AF729A69A,1,Exclusive [No Excuses] [Bryan-Michael Cox Uptempo Version] (Hidden Track),DAY26,DAY26,2005
SODTKHY12A6D4F9722,7,Wishin' And  Hopin',Totally Chick Flicks,Dusty Springfield,0
SODTKRY12AB017D7C7,1,Faceless,The Awakening,Underneath The Gun,2005
SODTLAO12A8C136457,2,Pressure,Excel,Klute,0
SODTMRL12AB01890A8,5,Blister In The Sun,3,Nouvelle Vague,0
SODTMRU12A58A78778,2,Hip Hop Soul (feat. Noah King),So Far - The Collection,Inverse,0
SODTNLG12A6D4F92DA,1,Planetarium,Nexus Polaris,KOVENANT_ THE,1995
SODTNOB12AB0184854,5,3 Little Words,Complete Me,Frankmusik,2005
SODTOQT12A8AE4596E,1,Medley SPC: Nosso Sonho Não É Ilusão / Tão Só / Que Se Chama Amor,Medley SPC: Nosso Sonho Não É Ilusão / Tão Só / Que Se Chama Amor,Alexandre Pires,0
SODTPBM12A8C1339D7,8,Let's Get Married,So So Def presents: Definition of a Remix feat. Jermaine Dupri and Jagged Edge (This Is The Remix) (Explicit Version),Jagged Edge featuring Run of Run DMC,2000
SODTPIA12A6701F9EF,6,Sympathique,Sympathique,Pink Martini,1995
SODTPQP12A8AE466DB,3,Wiggle Worm,Superhero Brother,G. Love & Special Sauce,2005
SODTQBU12A8151D81A,1,I Still Believe (Album Version),The Best Of The Call,Michael Been AKA The Call,0
SODTQFE12A8C133B0B,4,Music Now,Sings The Greys,Frightened Rabbit,2005
SODTQSS12AB01851BA,10,Birthright,An Evening Of Yes Music Plus,Anderson Bruford Wakeman Howe,1985
SODTQST12AB018F741,1,JELVÉNY NÉLKÜL,Ül-Archívum,Kispal Es A Borz,0
SODTRGC12A8C13A4B4,1,Anna Kournikova,Helium,Tin Hat Trio,2000
SODTRKW12A6D4F9A51,5,Planet Caravan (Remastered LP Version),Rhino Hi-Five: Pantera,Pantera,0
SODTRMP12AB0180179,3,Anybody Listening,Anybody Listening,Classified,2005
SODTRRD12A58A7D548,2,Year Of The Rat,One Plus One Is One,Badly Drawn Boy,2000
SODTRWG12A8C133493,1,At The Hop,Nino Rojo,Devendra Banhart,2000
SODTTTD12A8C13E4A9,1,Kansas,Slideling,Ian McCulloch,2000
SODTTUB12AB0184F48,5,Catcher In The Rye,Chinese Democracy,Guns N' Roses,2005
SODTTYS12AF729B71B,1,God Knows,God Knows,Mando Diao,2000
SODTUIZ12A6D4FC358,3,Optimistic,Strung Out On Kid A:  String Quartet Tribute to Radiohead,Radiohead Tribute,0
SODTUUD12AB017EA8B,24,Pistolero,Pistolero,Juno Reactor,1995
SODTUVL12AB018720E,1,More Than A Day,Everything You've Been Looking For,Jaymes Reunion,0
SODTVHG12AB0181203,1,Ho Bisogno D'Amore,Musica,Paolo Meneguzzi,2005
SODTVKB12AB01839E3,1,Stuck on You (Hot Chip Remix),Kitsuné: Gildas & Masaya - Paris,Little Boots,2005
SODTVOV12A58A7B58A,7,Pirraça,Sim,Vanessa Da Mata,2005
SODTVZF12A6310E1FA,1,Futures,Futures,Jimmy Eat World,2000
SODTWDK12A6D4FC564,7,Dance with a Devil,Trance Party Vol. 1,Filo + Peri,2005
SODTWJY12A58A7BDB2,2,Sad Caper (LP Version),Fairweather Johnson,Hootie And The Blowfish,1995
SODTWKY12AF729FE39,1,Heartstopper,Fisherman's Woman,Emiliana Torrini,2005
SODTWLI12A8C13AC3C,1,Quintet in Eb major for two violins_ viola_ cello & piano_ Op. 44: In modo d'una marcia. Un poco largamente,Martha Argerich: Live at the Lugano Festivals 2002-2004,Martha Argerich/Dora Schwarzberg/Renaud Capuçon/Nora Romanoff-Schwarzberg/Mark Dobrinskji,0
SODTXNE12A8C130AF6,2,Flesh Canoe,Feels,Animal Collective,2005
SODTXNW12A6702071A,5,Hold On To Jesus (LP Version),No Place So Far,Erin O'Donnell,2000
SODTXPF12A8C14475F,1,Letter To Dana,Ecliptica,SONATA ARCTICA,1995
SODTXQY12A6D4F748E,2,Endlich Ein Grund Zur Panik,Soundso + Track-by-Track Kommentare,Wir Sind Helden,2005
SODTYBO12A58A7B657,8,Sin Despertar,Vuelo,Kudai,2000
SODTYCR12A6D4F77C3,1,Backyard Boogie (Explicit),Based On A True Story (Explicit),Mack 10,0
SODTYUA12A6D4FA885,1,Batebola,Intimidade,Tania Maria,0
SODTYVJ12A8C1398B0,1,Solace,Solace,Xavier Rudd,2005
SODTZOP12A58A7A819,2,Bye bye,Lo Mejor De Vilma Palma,Vilma Palma e Vampiros,1990
SODUAAV12A6D4F8648,1,Tales,Wolfmother,Wolfmother,2005
SODUANR12A6D4F5036,24,Fast As I Can,Monday Morning Cold,Erin McKeown,2000
SODUARB12A6D4FA197,1,If Only,When No One Is Watching We Are Invisible,Jori Hulkkonen,2000
SODUBBG12AB018B8FB,1,Genesis,Cocoon Compilation G,Chaim,2005
SODUBFW12AB0188794,5,Wonka's Welcome Song,Charlie and the Chocolate Factory - Original Soundtrack,Danny Elfman,2005
SODUBQI12A67AE216E,1,Frail,How To Measure A Planet?,The Gathering,0
SODUBRC12AF729E94A,6,Sugar Spun Sister,The Stone Roses (20th Anniversary Collector's Edition),The Stone Roses,1990
SODUBSQ12A8C14462C,1,Give Up The Funk (Lets Dance),Energy to Burn + 1980,B.T Express,0
SODUCAP12A8C13C44C,3,Luxury Liner,Strangers Almanac [Deluxe Edition],Whiskeytown,2005
SODUCBI12A58A7A5DF,1,Le Champagne,Le Champagne,Trentemoller,2000
SODUCKQ12A8C134A06,5,A Guy Like You,The Turn,Alison Moyet,2005
SODUCXY12AF72A215E,1,Welcome To My Party,Welcome To Our Party,Rusted Root,2000
SODUDBN12A6D4FD2F2,1,Secrets In Mirrors (Album Version),Better Than Knowing Where You Are,Spitalfield,2005
SODUDJI12A8C141513,22,Tuolumne,Music For The Motion Picture Into The Wild,Eddie Vedder,2005
SODUFBY12A8C13B2DF,3,Et Neuste Testament,Bap Rockt Andere Kölsche Leeder,Bap,1975
SODUFFP12A6310F109,2,1.36,The Scientist,Coldplay,2000
SODUFPD12AB018C809,1,Heartbeat Song,The Chaos,The Futureheads,2010
SODUFZB12AB018CF65,6,Bad Boys,Overcome,Alexandra Burke Feat. Flo Rida,2010
SODUGLL12A58A7A92C,36,Don't Look Back,Don't Look Back,Boston,1975
SODUGMY12A6D4F70B4,3,Mi Primer Dia Sin Ti,Big Bang,Los Enanitos Verdes,1990
SODUGNM12A6D4F7675,1,A rodar mi vida,El Amor Después del Amor,Fito Paez,1995
SODUGPK12AB018E4A3,3,Victory (Album Version),Tones,Eric Johnson,0
SODUGQV12AF72A6803,20,(You Drive Me) Crazy (The Stop Remix!),The Singles Collection,Britney Spears,1995
SODUHAW12A58A771D0,2,Hidden Place,Vespertine Live,Björk,2000
SODUHGC12A8C1349AB,1,Beat Myself Up,Headthrash,Plump DJs,2005
SODUHYN12A6D4F76F1,1,Scrape,Griller,Ut,1985
SODUIQO12A8C137CBD,1,I Neva Said,Tha Cleanup,Knobody,0
SODUIYU12A67ADD8B7,7,Rhythm Is A Dancer,NOW Dance Anthems,SNAP!,1990
SODUJIS12AB0186407,5,Altercations,Long Dim Road,The Tossers,2000
SODUJPC12A6D4F81DB,2,Hold You_ Kiss You_ Love You,How Do You Like Me Now?!,Toby Keith,1995
SODUKEE12AB0180D4A,3,Saboteur,Supermodified,Amon Tobin,2000
SODULDL12A8C141253,1,Little Blond In The Park Of Attractions (Radio Edit),The Dream Mixes,Tangerine Dream,1995
SODULEM12A6D4F8916,4,Leave The Pieces (Album Version),Stand Still_ Look Pretty,The Wreckers,2005
SODULTN12A8C1353C0,1,On Parole/The Bishop,Les Misérables - 10th Anniversary Concert,Les Misérables - 10th Anniversary Concert,0
SODUMKR12AB0186A11,2,Fast Car,A Promise,XIU XIU,2000
SODUMOP12A8C136DCB,5,Penelope,Coquelicot Asleep In The Poppies: A Variety Of Whimsical Verse,Of Montreal,2000
SODUMPR12A6D4FB82E,2,The Weak And The Wounded (Album Version),When Broken Is Easily Fixed,Silverstein,2000
SODUMZZ12A58A7C898,5,Did You Get My Message? (Live From Montalvo),Selections For Friends,Jason Mraz,2005
SODUNLK12A8AE485F7,25,Eyeless (Live version) (Album Version),9.0 Live,Slipknot,0
SODUNNV12AC468D6CE,12,Blues for Lear,A Can of Worms,Parallel or 90 Degrees,1995
SODUNQO12A8C135181,2,End Credits,Bobby Jones - Stroke of Genius,James Horner,1985
SODUOAW12AB0181B7C,1,Money,Falling Out,Peter Bjorn And John,2000
SODUOBL12A58A7FD5C,1,Marching Men,Ghosts of Princes in Towers,Rich Kids,1975
SODUOWT12AB0183A37,2,Gronchotica,Babasonicos Grandes Exitos,Babasonicos,0
SODUPFL12A6701EAA9,4,She Spreads Her Wings,Feeling Strangely Fine,Semisonic,1995
SODUPJT12AB0189315,6,Love Conquers Time (Album Version),The Earth Is...,Air Supply,1990
SODUPLP12A6D4FB8E3,6,Screenager,Origin Of Symmetry,Muse,0
SODUPSW12AF72A4329,5,Lost And Found,Lesser Matters,The Radio Dept.,2000
SODUPUX12A67ADE62F,4,Old Town [Album Version],Home,The Corrs,2005
SODUQDD12AB017F366,1,Underlying Feeling,Underlying Feeling,Sylvia Tosun,0
SODUQLE12AF72A0F05,2,So Long,The Execution Of All Things,Rilo Kiley,2000
SODURDR12A6701EB3F,2,Take It Away,It's Five O'Clock Somewhere,Slash's Snakepit,1995
SODURHF12AB018791A,4,Walking On A Dream (Kaskade Remix (Edit)),Walking On A Dream,Empire Of The Sun,2005
SODURJM12AB018AB4D,3,High On 24,Tiefenschön,The Timewriter,0
SODUSHV12AB018040D,4,Where Would I Be?,Prolonging the Magic,Cake,1995
SODUSIP12AB0187E5E,1,Hir_ hir_ hir,The Platinum Collection,Lisac Josipa,0
SODUSLV12A81C228D5,1,Inside The City Of Glass,Viva Emptiness,Katatonia,2000
SODUTDM12A67020476,1,Broken Vow (Album Version),Closer,Josh Groban,2000
SODUTOD12A6D4FA131,1,Uno,The Classical Album 2007,Ludovico Einaudi,2005
SODUTQD12A6D4F8380,1,Forever More,Forever More,Moloko,2000
SODUTQL12A8C144647,1,Elijah (Album),Electrosensitive,Afterlife,0
SODUTUN12A8C133E4E,2,The Quiet American (Piano Solo),The Quiet American,Craig Armstrong,2000
SODUTYU12A8C1358B9,7,Love Me Like A River Does,Worrisome Heart,Melody Gardot,2005
SODUUBV12A6D4F8D3B,1,Some Kind Of Trouble,20 Greatest Hits,Tanya Tucker,1990
SODUUCR12A58A7CF4C,1,Real MCs,4th Dimension Rocketships Going Up,The Gift of Gab,2000
SODUUIF12A6701F2D1,2,Loading The Weapon (Live Version),Music As A Weapon II,Disturbed,0
SODUUMY12AB017F03E,9,O Diário,Babado Novo / O Diário de Claudinha,Babado Novo,2005
SODUUOO12A6310F353,1,Jimmy James,Anthology:  The Sounds Of Science,Beastie Boys,1990
SODUUOT12AB0186007,4,Can You Feel The Force,The Very Best Of,The Real Thing / The Real Thing,1985
SODUUTU12A67ADD86D,13,A Good Idea At The Time,Oh No,Ok Go,2005
SODUUXF12A8C134B10,1,Reconciliación,La Travesia,Joe Veras,0
SODUVQX12A6D4FB99B,21,Goodnite,Goodnite,Melody Gardot,2005
SODUWDM12AF729C8AE,1,Hymn Of The Big Wheel,Singles Collection,Massive Attack,1990
SODUWOV12A6D4F803E,3,Rock Me Tonite (1995 Digital Remaster),The Best of Billy Squier/16 Strokes,Billy Squier,0
SODUWTK12A8C13DC7D,7,"Um ""Oh!"" e Um ""Ah!",Brazil Classics 4: The Best of Tom Zé,Tom Zé,1990
SODUXUA12A6310F26B,1,Vivid (Radio Edit),Vivid,Electronic,1995
SODUYGM12AB018045F,1,True Blue,Life Less Ordinary,Mindi Abair,2005
SODUYNX12A8C131E40,1,Solve Et Coagula,The End Of All Things To Come,Mudvayne,2000
SODUZPX12A6D4FC239,1,I Must Be In A Good Place Now&#160;,Thing Of The Past,Vetiver,0
SODUZWR12A6D4FE2DE,2,Huhai,Twelve Moons,Jan Garbarek_ Rainer Brüninghaus_ Eberhard Weber_ Manu Katché_ Marilyn Mazur,1990
SODUZYO12A58A75BE1,7,An Honest Mistake,Lifestyle2 - Dance Grooves Vol 1,The Bravery,2005
SODVAAD12AAA15DA65,1,We Give You Glory,Rivers Of Joy,Don Moen,0
SODVAIS12A8AE47295,1,One Sunny Day,Original Fleetwood Mac,Fleetwood Mac,1965
SODVAJP12AB0183F92,1,Amante Amado,Pipoca Moderna - Caetano Raro E Inédito 2,Caetano Veloso,2000
SODVARZ12A67ADD310,1,Triplicate/ Something Happened That Day,The Outsider,DJ Shadow,2005
SODVAUP12A6D4F646D,1,Mountains,Sign Of The Hammer,Manowar,1980
SODVBEG12AF72A3D72,1,Wild Out Day,Nostalgialator,Mike Ladd,2000
SODVBNY12A8C13B916,1,Boom_ Boom_ Boom,Gifted,Willie Clayton,0
SODVBRO12A6D4F8FD9,1,Can't Help Falling In Love,Let Me Sing And I'm Happy,Shirley Bassey,1995
SODVBSW12A58A80F06,3,Goccia,Nido,Cristina Donà,1995
SODVBUV12A8C143238,5,Intelligentactile 101,Kismet Acoustic EP,Jesca Hoop,2005
SODVCCE12A81C2314D,1,Boogie Shoes (2007 Remastered Saturday Night Fever LP Version),Saturday Night Fever [The Original Movie Soundtrack],K.C. And The Sunshine Band,0
SODVCGW12A8C142781,1,Backbone,A Little Faster,There For Tomorrow,2005
SODVCKW12A8C14071B,1,Method Man,Enter The Wu-Tang-36 Chambers,Wu-Tang Clan,1990
SODVDAE12AB0187EA9,1,I Do (Album Version),Time,Fleetwood Mac,1995
SODVDBB12AB017F33F,1,Feel Like Makin' Love,Straight Shooter,Bad Company,1975
SODVDOJ12A8C1313D6,8,Well All Right!,The Black and White album,The Hives,2005
SODVDOW12A58A7D757,2,King for a Day,Hairpick,Blues Saraceno,1990
SODVDYF12A67ADA34C,16,Unleashed,Where No Life Dwells,Unleashed,0
SODVEBY12A8C1423E5,4,I'm Not Alone,NOW Dance Anthems,Calvin Harris,2005
SODVEFC12A8C13E19D,2,Dance With Me,Homecoming,Griffin House,2005
SODVEXZ12A8C13F6C9,1,Água De Beber,Ao Vivo - 35 Anos,Zimbo Trio,0
SODVFTQ12A58A7AC45,1,Simple X,Armchair Apocrypha,Andrew Bird,2005
SODVGLQ12A58A7FEF1,1,Panic And Geo-Primaries,Fangs!,Falling Up,2005
SODVGRF12A58A7DC32,5,Feeling U_ Feeling Me (Interlude),The Diary Of Alicia Keys,Alicia Keys,2000
SODVHDW12A8C134043,2,Sorrow,Flyleaf,Flyleaf,2005
SODVIEF12A6D4F81D9,1,I Chose Horses,Mr. Beast,Mogwai,2005
SODVJOU12A8C141DFB,3,Brooklyn's On Fire!,Neptune City,Nicole Atkins,2005
SODVKJO12A67ADF9FD,1,Choco Fight,Friend Opportunity,Deerhoof,2005
SODVLXB12A6701F5E0,1,Never,Back To Earth,Cat Stevens,1975
SODVLZC12A58A7B909,9,Bright Sunny South,New Favorite,Alison Krauss / Union Station,2000
SODVMFZ12A6D4F8A2C,2,O Vapor De Cachoeira,Jongo Trio,Jongo Trio,0
SODVNAC12AB018DB2D,1,Sailing (Album Version),Christopher Cross,Christopher Cross,1975
SODVNDS12A6D4FBE59,5,Kingdom Of Doom,Kingdom Of Doom,The Good_ The Bad and The Queen,2005
SODVNLX12A8C145145,9,I'm Not Alone,I'm Not Alone,Calvin Harris,2005
SODVOJW12A6D4F8A72,1,Dear Mr. Fantasy,Heaven Is In Your Mind - An Introduction To...,Traffic,0
SODVQDF12A67AD869B,1,Party,El Perro Del Mar,El Perro Del Mar,2005
SODVQJY12A8C135DF4,18,Storm Of Rage,Shadow Hearts,Caliban,2000
SODVQWY12A8AE45611,1,C'est Chic,En Beneficio De todos,Siniestro Total,2000
SODVRQL12A8C1371F8,1,Angel Tears,Gothic,Paradise Lost,0
SODVRTW12A8C13B5D1,7,Between A Man And A Woman,Float,Flogging Molly,1995
SODVSFY12AB017F8ED,20,This Charming Man,The Sound Of The Smiths,The Smiths,1980
SODVSJZ12AB0185019,1,Neeps and Tatties,Groove Alchemy,Stanton Moore,2010
SODVSOP12A6D4F7681,1,Stand Up And Shout,Holy Diver,Dio,1980
SODVSYL12AB017E4CC,1,Tonight The Sky,April,Sun Kil Moon,2005
SODVTOD12AB01824B2,1,Just for You,Sky High,Govi,1985
SODVUEE12A6D4FA130,6,Knew It All (Album Version),Daylight,NEEDTOBREATHE,2005
SODVUEJ12A8C141307,2,Big Bad Bill (Is Sweet William Now) (Album Version),Champagne Charlie,Leon Redbone,1975
SODVULJ12A58A7CA4D,5,I'll Back You Up,Remember Two Things,DAVE MATTHEWS BAND,1990
SODVUWG12A6D4F7AA3,3,No Me Encontre,Morbo,Morbo,2000
SODVUWN12A6701EB3A,3,Dime Store Rock,It's Five O'Clock Somewhere,Slash's Snakepit,1995
SODVVCY12A58A7C827,97,Lookin' Out My Back Door,Chronicle: 20 Greatest Hits,Creedence Clearwater Revival,1970
SODVWOV12A6D4FB6D2,11,Bolinha De Papel,Live In Tokyo,João Gilberto,1960
SODVXHI12A8C134606,1,Song Of The Mockingbird,B.W. Goes C.W.,Bobby Womack,0
SODVXIB12AF72A37F3,8,Settle For A Slowdown,Modern Day Drifter,Dierks Bentley,2005
SODVXIJ12A8C138F24,13,Do You Hear The People Sing?,Les Misérables - 10th Anniversary Concert,Les Misérables - 10th Anniversary Concert,0
SODVXWA12AB0184629,1,I Must Move,The Original Studio Recordings,The Zombies,1990
SODVYBF12A58A76EE8,1,Que Se Te Escapa El Negro,Ella Baila Sola,Ella Baila Sola,1995
SODVYGG12A6D4FA021,3,Panhandlin' Prince,As Ugly As It Gets: The Very Best Of,Ugly Kid Joe,1990
SODVYXX12AB018B7D1,1,Goodbye Great Britain,Darkness At Noon,A Hawk And A Hacksaw,2005
SODVZFQ12A8C133564,2,Faith Works,Syr Mahber - A SOJA Production,Bobby Lee,2005
SODVZJX12A6701F514,3,Dirthouse (Album Version),Start A War,Static-X,2005
SODWABU12AC960A571,1,Aquel Muchacho Bueno,Vivo en Otros Aires,Otros Aires,2000
SODWAIP12AB018A7E6,2,F*ck You Haters,"Psych Swag ""Da Horror Movie",Ganxsta Nip,0
SODWANU12AF72A8174,20,I Don't Know,Come Together,Third Day,2000
SODWANZ12A8C134AF5,5,Cuídate,El Viaje De Copperpot,La Oreja de Van Gogh,2000
SODWBCL12AB01809C7,1,The Philosophy Of Time Travel,Felony,Emmure,2005
SODWBMW12A8C13CD3E,1,Olancha Farewell,Lovely Thunder,Harold Budd,1985
SODWCDE12A8C1378B8,1,Circus Mystery,Root Hog Or Die,Mojo Nixon,0
SODWCHF12AB01866A0,1,DaddyuWarbash,The Greater Wrong Of The Right,Skinny Puppy,2000
SODWCZC12A8C13FE29,4,El retrato de mamá,12 Grandes exitos Vol. 2,Banda Pequeños Musical,0
SODWDAD12A8C13CA61,1,Tenant Enemy #1 (Album Version),Do Or Die,Dropkick Murphys,1995
SODWDFW12A8C13311C,1,Earthquake,Comparsa,Deep Forest,1995
SODWDJC12AB017EE8A,7,Bicycle,Seek Magic,Memory Tapes,2005
SODWDTX12A6D4FA7A2,1,Other Than This World,November,Azure Ray,2000
SODWDXF12AB01809FB,5,Chant of a Poor Man,Rhythm and Stealth,Leftfield;Cheshire Cat,1995
SODWEBL12A8C141866,3,Long Live Rock N Roll,Classic,Rainbow,2005
SODWEGH12A6D4F94C8,2,Big Sexy Land (Album Version),Big Sexy Land,Revolting Cocks,1985
SODWEQX12A58A77A0C,1,Sovereighnty,Post-Nothing,Japandroids,2005
SODWETS12AF729C56F,1,We Are Not Going to Make It,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,The Presidents of the United States of America,1995
SODWFKN12A6701F9B0,1,Last Ride In (Album Version),Nimrod,Green Day,1995
SODWFND12A6D4F81FC,1,Little Girl Lost,Blind,The Icicle Works,1985
SODWFOB12AF72A0E8D,18,Five Fingers,None Shall Pass,Aesop Rock,2005
SODWFXL12A6D4FB509,3,Song 4 Mutya (Out Of Control),Real Girl,Groove Armada,2005
SODWGLI12AB017C9F3,1,Mirror Mirror,Mirror Mirror,GHINZU,2005
SODWGNH12A8C145306,6,Frames With Frames,Martian Arts,Jimpster,1995
SODWIXD12AB018863E,2,Love's On Its Way,The Sea,Corinne Bailey Rae,2010
SODWKQV12B0B8099C2,1,One More Suicide,Marcy Playground,Marcy Playground,1995
